Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-08 08:00:00,USA,Southwestern Power Administration,US-CENT-SPA,413.09,497.74,32.48,31.39,eia.gov,false,
2023-01-08 09:00:00,USA,Southwestern Power Administration,US-CENT-SPA,437.86,524.58,28.94,27.62,eia.gov,false,
2023-01-08 10:00:00,USA,Southwestern Power Administration,US-CENT-SPA,429.08,515.0,30.17,28.92,eia.gov,false,
2023-01-08 11:00:00,USA,Southwestern Power Administration,US-CENT-SPA,431.53,517.13,30.0,28.7,eia.gov,false,
2023-01-08 12:00:00,USA,Southwestern Power Administration,US-CENT-SPA,421.17,506.76,31.14,30.0,eia.gov,false,
2023-01-08 13:00:00,USA,Southwestern Power Administration,US-CENT-SPA,328.5,407.94,43.67,43.46,eia.gov,false,
2023-01-08 14:00:00,USA,Southwestern Power Administration,US-CENT-SPA,311.46,390.17,45.83,45.83,eia.gov,false,
2023-01-08 15:00:00,USA,Southwestern Power Administration,US-CENT-SPA,229.61,293.94,60.07,60.07,eia.gov,false,
2023-01-08 16:00:00,USA,Southwestern Power Administration,US-CENT-SPA,207.81,268.31,63.86,63.86,eia.gov,false,
2023-01-08 17:00:00,USA,Southwestern Power Administration,US-CENT-SPA,260.46,330.21,54.7,54.7,eia.gov,false,
2023-01-08 18:00:00,USA,Southwestern Power Administration,US-CENT-SPA,460.71,556.51,23.14,22.29,eia.gov,false,
2023-01-08 19:00:00,USA,Southwestern Power Administration,US-CENT-SPA,466.76,565.35,21.46,20.78,eia.gov,false,
2023-01-08 20:00:00,USA,Southwestern Power Administration,US-CENT-SPA,462.46,564.4,20.74,20.43,eia.gov,false,
2023-01-08 21:00:00,USA,Southwestern Power Administration,US-CENT-SPA,454.97,558.88,20.88,20.88,eia.gov,false,
2023-01-08 22:00:00,USA,Southwestern Power Administration,US-CENT-SPA,455.37,559.36,20.81,20.81,eia.gov,false,
2023-01-08 23:00:00,USA,Southwestern Power Administration,US-CENT-SPA,507.99,621.22,11.65,11.65,eia.gov,false,
2023-01-09 00:00:00,USA,Southwestern Power Administration,US-CENT-SPA,506.34,619.28,11.94,11.94,eia.gov,false,
2023-01-09 01:00:00,USA,Southwestern Power Administration,US-CENT-SPA,506.09,618.98,11.99,11.99,eia.gov,false,
2023-01-09 02:00:00,USA,Southwestern Power Administration,US-CENT-SPA,500.74,612.69,12.92,12.92,eia.gov,false,
